Table_1,Column_1,Table_length_2,Column_2,Table_2,similarity_score
41194422_1_1172256090552737974.json,Country / Territory,59,Name,68779923_0_3859283110041832023.json,0.745762711864
41194422_1_1172256090552737974.json,Country / Territory,45,Name,68779923_1_3240042497463101224.json,0.866666666667
41194422_1_1172256090552737974.json,Country / Territory,55,Name,68779923_2_1000046510804975562.json,0.854545454545
41194422_1_1172256090552737974.json,Country / Territory,39,Name,68779923_4_1832350971585698643.json,0.461538461538
41194422_1_1172256090552737974.json,Country / Territory,16,Name,68779923_5_2067037721454758189.json,0.75
41194422_1_1172256090552737974.json,Country / Territory,239,Country,69537082_0_7789694313271016902.json,0.726086956522
41194422_1_1172256090552737974.json,Country / Territory,200,Country,74491133_0_7177831100884797849.json,0.775
41194422_1_1172256090552737974.json,Country / Territory,237,Country,79327346_0_5787863739697336601.json,0.691304347826
41194422_1_1172256090552737974.json,Country / Territory,32,Country Name (Click For Destination Guides),8286121_0_8471791395229161598.json,0.65625
41194422_1_1172256090552737974.json,Country / Territory,67,Country,86297395_0_6919201319699354263.json,0.880597014925
41194422_1_1172256090552737974.json,Country / Territory,232,Country,89511064_0_2199624509082573904.json,0.721739130435
41194422_1_1172256090552737974.json,Country / Territory,183,Name,9206866_1_8114610355671172497.json,0.814207650273
41336118_0_4331895026409635103.json,Company,206,Company,11278409_0_3742771475298785475.json,0.478260869565
41336118_0_4331895026409635103.json,Company,29,Company,12271141_0_8517913935669973086.json,0.260869565217
41336118_0_4331895026409635103.json,Company,20,Company,14380604_4_3329235705746762392.json,0.55
41336118_0_4331895026409635103.json,Company,100,Company,28079336_1_3124145965038277571.json,0.347826086957
41336118_0_4331895026409635103.json,Company,121,Company,28079336_2_2139598421036200532.json,0.304347826087
41336118_0_4331895026409635103.json,Company,100,Company,56224555_0_3713922722778385817.json,0.739130434783
41336118_0_4331895026409635103.json,Company,30,Company/Organization,80184932_0_4240003884724905487.json,0.260869565217
41336118_0_4331895026409635103.json,Company,131,Company,90723763_0_874013697986950454.json,0.391304347826
41336118_0_4331895026409635103.json,Company,30,Company,93702496_0_39013305210829591.json,0.521739130435
41480166_0_6681239260286218499.json,Saint,224,Saint,28086084_0_3127660530989916727.json,0.897321428571
41648740_0_6959523681065295632.json,COUNTRY,233,Nom en anglais,11599512_1_280388135214354946.json,0.824175824176
41648740_0_6959523681065295632.json,COUNTRY,193,Country Name:,11688006_0_8123036130090004213.json,0.846153846154
41648740_0_6959523681065295632.json,COUNTRY,157,Country,12183399_0_6725061928072492226.json,0.769230769231
41648740_0_6959523681065295632.json,COUNTRY,32,Unnamed: 0,12193237_0_8699643798888088574.json,0.75
41648740_0_6959523681065295632.json,COUNTRY,83,Country,24036779_0_5608105867560183058.json,0.590361445783
41648740_0_6959523681065295632.json,COUNTRY,211,Country,24850757_0_5978004733768297283.json,0.824175824176
41648740_0_6959523681065295632.json,COUNTRY,92,Country,34899692_0_6530393048033763438.json,0.516483516484
41648740_0_6959523681065295632.json,COUNTRY,276,"State, Province, Territory, Country, etc",37856682_0_6818907050314633217.json,0.857142857143
41648740_0_6959523681065295632.json,COUNTRY,236,Country,3917335_0_7791699395300625164.json,0.835164835165
41648740_0_6959523681065295632.json,COUNTRY,230,Country / Territory,41194422_0_7231546114369966811.json,0.813186813187
41648740_0_6959523681065295632.json,COUNTRY,230,Country / Territory,41194422_1_1172256090552737974.json,0.813186813187
41648740_0_6959523681065295632.json,COUNTRY,157,Country,49772588_0_6549847739640234347.json,0.769230769231
41648740_0_6959523681065295632.json,COUNTRY,92,1998 Data Country,52299421_0_4473286348258170200.json,0.626373626374
41648740_0_6959523681065295632.json,COUNTRY,17,Country Name (Click For Destination Guides),55004961_0_2904467548072189860.json,0.294117647059
41648740_0_6959523681065295632.json,COUNTRY,24,Country Name (Click For Destination Guides),55238374_0_3379409961751009152.json,0.291666666667
41648740_0_6959523681065295632.json,COUNTRY,24,Country Name (Click For Destination Guides),57943722_0_8666078014685775876.json,0.333333333333
41648740_0_6959523681065295632.json,COUNTRY,225,Country,67865873_0_8259587610208037357.json,0.791208791209
41648740_0_6959523681065295632.json,COUNTRY,59,Name,68779923_0_3859283110041832023.json,0.64406779661
41648740_0_6959523681065295632.json,COUNTRY,45,Name,68779923_1_3240042497463101224.json,0.333333333333
41648740_0_6959523681065295632.json,COUNTRY,16,Name,68779923_5_2067037721454758189.json,0.4375
41648740_0_6959523681065295632.json,COUNTRY,239,Country,69537082_0_7789694313271016902.json,0.846153846154
41648740_0_6959523681065295632.json,COUNTRY,200,Country,74491133_0_7177831100884797849.json,0.824175824176
41648740_0_6959523681065295632.json,COUNTRY,237,Country,79327346_0_5787863739697336601.json,0.835164835165
41648740_0_6959523681065295632.json,COUNTRY,32,Country Name (Click For Destination Guides),8286121_0_8471791395229161598.json,0.28125
41648740_0_6959523681065295632.json,COUNTRY,67,Country,86297395_0_6919201319699354263.json,0.55223880597
41648740_0_6959523681065295632.json,COUNTRY,232,Country,89511064_0_2199624509082573904.json,0.835164835165
41648740_0_6959523681065295632.json,COUNTRY,183,Name,9206866_1_8114610355671172497.json,0.791208791209
41819807_0_3139249984404131679.json,Lake,16,Name of Water Body,13395751_3_369722706637560735.json,0.266666666667
41819807_0_3139249984404131679.json,Lake,110,Name,8468806_0_4382447409703007384.json,0.733333333333
41819807_0_3139249984404131679.json,Lake,197,Lake,98929678_0_3700213490979945526.json,0.533333333333
42764224_0_515744189130384109.json,Party,9,Party,70883081_0_5357790421435123524.json,0.888888888889
42764224_0_515744189130384109.json,Party,9,Party,76373906_0_6904594838446307331.json,0.888888888889
43469354_0_6029017163991310319.json,City,254,City,29886325_0_1448173912684571475.json,0.426666666667
43469354_0_6029017163991310319.json,City,187,City,75154185_0_1607627349983289012.json,0.28
43469354_0_6029017163991310319.json,City,202,City,78891639_0_3299957631631122948.json,0.286666666667
44005578_0_5400481538370055338.json,Unnamed: 0,8,Unnamed: 0,12746760_0_6703465836620308483.json,0.625
44005578_0_5400481538370055338.json,Unnamed: 0,8,Unnamed: 0,28646774_0_3256889721737611537.json,0.625
44005578_0_5400481538370055338.json,Unnamed: 0,10,Fianna Fail,30645756_0_2413317245475669227.json,0.5
44005578_0_5400481538370055338.json,Unnamed: 0,8,Unnamed: 0,39606331_0_1646213676302448706.json,0.625
44005578_0_5400481538370055338.json,Unnamed: 0,14,Political Party,78005071_0_8643954006825971723.json,0.625
4444204_0_951426790527152756.json,City,164,City,70404164_0_5498195978476333642.json,0.324074074074
4444204_0_951426790527152756.json,City,202,City,78891639_0_3299957631631122948.json,0.324074074074
4501311_8_8306082458935575308.json,Title,370,Game Title,36102169_0_7739454799295072814.json,0.5
4501311_8_8306082458935575308.json,Title,10,Title,73242003_5_4847571983313033360.json,0.6
4501311_8_8306082458935575308.json,Title,398,Titel,91959037_0_7907661684242014480.json,0.8
45073662_0_3179937335063201739.json,Player (2011 TBs),295,Unnamed: 0,24417511_0_3058323105166963431.json,0.777777777778
45073662_0_3179937335063201739.json,Player (2011 TBs),232,???O,66009064_0_9148652238372261251.json,0.740740740741
45073662_0_3179937335063201739.json,Player (2011 TBs),177,Player,88732174_0_7321365014357502211.json,1.0
45533669_1_7463037039059239824.json,Service,45,Name,61626303_0_266372209664087642.json,0.833333333333
46671561_0_6122315295162029872.json,Game,377,Title,22864497_0_8632623712684511496.json,0.407608695652
46671561_0_6122315295162029872.json,Game,117,Name,48944826_0_2321751364268052533.json,0.324786324786
48456557_0_3760853481322708783.json,Common Name (Animals),223,Common Name,71137051_0_8039724067857124984.json,0.457399103139
48456557_0_3760853481322708783.json,Common Name (Animals),272,Common Name,74685423_0_8061289760697103949.json,0.551470588235
48456557_0_3760853481322708783.json,Common Name (Animals),272,Common Name,84675086_0_6386416780680710863.json,0.547794117647
48456557_0_3760853481322708783.json,Common Name (Animals),431,Common Name,90196673_0_5458330029110291950.json,0.958937198068
48944826_0_2321751364268052533.json,Name,20,Title,21801207_0_8144839668470123042.json,0.25
48944826_0_2321751364268052533.json,Name,377,Title,22864497_0_8632623712684511496.json,0.435897435897
48944826_0_2321751364268052533.json,Name,13,Game,29414811_6_8221428333921653560.json,0.384615384615
48944826_0_2321751364268052533.json,Name,184,Game,46671561_0_6122315295162029872.json,0.324786324786
48944826_0_2321751364268052533.json,Name,398,Titel,91959037_0_7907661684242014480.json,0.307692307692
49087820_0_461228320225084868.json,Country,52,ISO 4217,24859353_0_7027810986004269522.json,0.317073170732
49087820_0_461228320225084868.json,Country,273,ENTITY,26310680_0_5150772059999313798.json,1.68292682927
49087820_0_461228320225084868.json,Country,44,Country,55961337_0_6548713781034932742.json,0.682926829268
49087820_0_461228320225084868.json,Country,47,Country,61069974_0_1894536874590565102.json,0.585365853659
49087820_0_461228320225084868.json,Country,132,Country,78650283_0_5937576517849452289.json,2.0243902439
49087820_0_461228320225084868.json,Country,36,Currency,97941125_0_8220652154649529701.json,1.38888888889
49772588_0_6549847739640234347.json,Country,233,Nom en anglais,11599512_1_280388135214354946.json,0.757961783439
49772588_0_6549847739640234347.json,Country,193,Country Name:,11688006_0_8123036130090004213.json,0.917197452229
49772588_0_6549847739640234347.json,Country,157,Country,12183399_0_6725061928072492226.json,0.636942675159
49772588_0_6549847739640234347.json,Country,32,Unnamed: 0,12193237_0_8699643798888088574.json,0.8125
49772588_0_6549847739640234347.json,Country,53,OAU State,14067031_0_559833072073397908.json,0.867924528302
49772588_0_6549847739640234347.json,Country,83,Country,24036779_0_5608105867560183058.json,0.795180722892
49772588_0_6549847739640234347.json,Country,211,Country,24850757_0_5978004733768297283.json,0.84076433121
49772588_0_6549847739640234347.json,Country,92,Country,34899692_0_6530393048033763438.json,0.717391304348
49772588_0_6549847739640234347.json,Country,276,"State, Province, Territory, Country, etc",37856682_0_6818907050314633217.json,0.917197452229
49772588_0_6549847739640234347.json,Country,236,Country,3917335_0_7791699395300625164.json,0.789808917197
49772588_0_6549847739640234347.json,Country,230,Country / Territory,41194422_0_7231546114369966811.json,0.84076433121
49772588_0_6549847739640234347.json,Country,230,Country / Territory,41194422_1_1172256090552737974.json,0.84076433121
49772588_0_6549847739640234347.json,Country,91,COUNTRY,41648740_0_6959523681065295632.json,0.769230769231
49772588_0_6549847739640234347.json,Country,92,1998 Data Country,52299421_0_4473286348258170200.json,0.815217391304
49772588_0_6549847739640234347.json,Country,17,Country Name (Click For Destination Guides),55004961_0_2904467548072189860.json,0.470588235294
49772588_0_6549847739640234347.json,Country,24,Country Name (Click For Destination Guides),55238374_0_3379409961751009152.json,0.5
49772588_0_6549847739640234347.json,Country,24,Country Name (Click For Destination Guides),57943722_0_8666078014685775876.json,0.625
49772588_0_6549847739640234347.json,Country,25,Country Name (Click For Destination Guides),61121469_0_6337620713408906340.json,0.48
49772588_0_6549847739640234347.json,Country,225,Country,67865873_0_8259587610208037357.json,0.885350318471
49772588_0_6549847739640234347.json,Country,59,Name,68779923_0_3859283110041832023.json,0.728813559322
49772588_0_6549847739640234347.json,Country,45,Name,68779923_1_3240042497463101224.json,0.644444444444
49772588_0_6549847739640234347.json,Country,55,Name,68779923_2_1000046510804975562.json,0.909090909091
49772588_0_6549847739640234347.json,Country,39,Name,68779923_4_1832350971585698643.json,0.333333333333
49772588_0_6549847739640234347.json,Country,16,Name,68779923_5_2067037721454758189.json,0.625
49772588_0_6549847739640234347.json,Country,239,Country,69537082_0_7789694313271016902.json,0.923566878981
49772588_0_6549847739640234347.json,Country,200,Country,74491133_0_7177831100884797849.json,0.84076433121
49772588_0_6549847739640234347.json,Country,237,Country,79327346_0_5787863739697336601.json,0.866242038217
49772588_0_6549847739640234347.json,Country,32,Country Name (Click For Destination Guides),8286121_0_8471791395229161598.json,0.5
49772588_0_6549847739640234347.json,Country,67,Country,86297395_0_6919201319699354263.json,0.776119402985
49772588_0_6549847739640234347.json,Country,232,Country,89511064_0_2199624509082573904.json,0.910828025478
49772588_0_6549847739640234347.json,Country,183,Name,9206866_1_8114610355671172497.json,0.828025477707
49801939_0_6964113429298874283.json,MOUNTAIN,32,MOUNTAIN,14311244_0_7604843865524657408.json,0.90625
49801939_0_6964113429298874283.json,MOUNTAIN,107,Himal,21337553_0_8832378999628437599.json,0.78125
49801939_0_6964113429298874283.json,MOUNTAIN,107,Name of the Peaks,21337553_0_8832378999628437599.json,1.0625
49801939_0_6964113429298874283.json,MOUNTAIN,107,Zone,21337553_0_8832378999628437599.json,0.59375
49801939_0_6964113429298874283.json,MOUNTAIN,554,Everest,69381058_0_984708047398578866.json,0.6875
51130304_0_3035822254995425429.json,Emperor,19,Emperor,26270372_1_3774607938887520564.json,0.631578947368
51130304_0_3035822254995425429.json,Emperor,5,Vespasian,29021592_3_2299138476894681059.json,1.0
51130304_0_3035822254995425429.json,Emperor,5,Antoninus Pius,29021592_4_4348860179678308511.json,1.0
51130304_0_3035822254995425429.json,Emperor,11,r�mischer Kaiser,38732532_0_1420803645394505878.json,1.0
51130304_0_3035822254995425429.json,Emperor,132,Pompey the Great,64207896_0_3206705146602325658.json,0.406593406593
51130304_0_3035822254995425429.json,Emperor,27,Name,70515524_0_5425995199745290007.json,0.481481481481
51130304_0_3035822254995425429.json,Emperor,36,Name,98312357_0_6395417306876145729.json,0.333333333333
52208141_2_5171684379987586712.json,Museum,20,Museum,32051842_5_1757891723986774036.json,0.7
52208141_2_5171684379987586712.json,Museum,20,Museum,61753761_9_4735181228515289890.json,0.65
52208141_2_5171684379987586712.json,Museum,20,Museum,64499281_8_7181683886563136802.json,0.7
52299421_0_4473286348258170200.json,1998 Data Country,233,Nom en anglais,11599512_1_280388135214354946.json,0.760869565217
52299421_0_4473286348258170200.json,1998 Data Country,193,Country Name:,11688006_0_8123036130090004213.json,0.891304347826
52299421_0_4473286348258170200.json,1998 Data Country,157,Country,12183399_0_6725061928072492226.json,0.760869565217
52299421_0_4473286348258170200.json,1998 Data Country,32,Unnamed: 0,12193237_0_8699643798888088574.json,0.75
52299421_0_4473286348258170200.json,1998 Data Country,83,Country,24036779_0_5608105867560183058.json,0.638554216867
52299421_0_4473286348258170200.json,1998 Data Country,211,Country,24850757_0_5978004733768297283.json,0.869565217391
52299421_0_4473286348258170200.json,1998 Data Country,92,Country,34899692_0_6530393048033763438.json,0.663043478261
52299421_0_4473286348258170200.json,1998 Data Country,276,"State, Province, Territory, Country, etc",37856682_0_6818907050314633217.json,0.913043478261
52299421_0_4473286348258170200.json,1998 Data Country,236,Country,3917335_0_7791699395300625164.json,0.815217391304
52299421_0_4473286348258170200.json,1998 Data Country,230,Country / Territory,41194422_0_7231546114369966811.json,0.836956521739
52299421_0_4473286348258170200.json,1998 Data Country,230,Country / Territory,41194422_1_1172256090552737974.json,0.836956521739
52299421_0_4473286348258170200.json,1998 Data Country,91,COUNTRY,41648740_0_6959523681065295632.json,0.626373626374
52299421_0_4473286348258170200.json,1998 Data Country,157,Country,49772588_0_6549847739640234347.json,0.815217391304
52299421_0_4473286348258170200.json,1998 Data Country,24,Country Name (Click For Destination Guides),57943722_0_8666078014685775876.json,0.291666666667
52299421_0_4473286348258170200.json,1998 Data Country,225,Country,67865873_0_8259587610208037357.json,0.847826086957
52299421_0_4473286348258170200.json,1998 Data Country,59,Name,68779923_0_3859283110041832023.json,0.610169491525
52299421_0_4473286348258170200.json,1998 Data Country,45,Name,68779923_1_3240042497463101224.json,0.444444444444
52299421_0_4473286348258170200.json,1998 Data Country,16,Name,68779923_5_2067037721454758189.json,0.5625
52299421_0_4473286348258170200.json,1998 Data Country,239,Country,69537082_0_7789694313271016902.json,0.913043478261
52299421_0_4473286348258170200.json,1998 Data Country,200,Country,74491133_0_7177831100884797849.json,0.826086956522
52299421_0_4473286348258170200.json,1998 Data Country,237,Country,79327346_0_5787863739697336601.json,0.902173913043
52299421_0_4473286348258170200.json,1998 Data Country,32,Country Name (Click For Destination Guides),8286121_0_8471791395229161598.json,0.375
52299421_0_4473286348258170200.json,1998 Data Country,67,Country,86297395_0_6919201319699354263.json,0.611940298507
52299421_0_4473286348258170200.json,1998 Data Country,232,Country,89511064_0_2199624509082573904.json,0.902173913043
52299421_0_4473286348258170200.json,1998 Data Country,183,Name,9206866_1_8114610355671172497.json,0.869565217391
52572391_0_8684896999787304275.json,Company,206,Company,11278409_0_3742771475298785475.json,0.272727272727
52572391_0_8684896999787304275.json,Company,29,Company,12271141_0_8517913935669973086.json,0.344827586207
52572391_0_8684896999787304275.json,Company,121,Company,28079336_2_2139598421036200532.json,0.272727272727
52572391_0_8684896999787304275.json,Company,100,Company,56224555_0_3713922722778385817.json,0.254545454545
52572391_0_8684896999787304275.json,Company,30,Company/Organization,80184932_0_4240003884724905487.json,0.4
52572391_0_8684896999787304275.json,Company,30,Company??,96203994_0_2127964719640427252.json,0.3
53583534_0_503521622577229691.json,Geb?udename,200,Geb?ude,10630177_0_4831842476649004753.json,0.666666666667
53583534_0_503521622577229691.json,Geb?udename,221,Name,54773498_0_4341462266113591159.json,0.833333333333
54773498_0_4341462266113591159.json,Name,12,Geb?udename,53583534_0_503521622577229691.json,0.833333333333
55004961_0_2904467548072189860.json,Country Name (Click For Destination Guides),233,Nom en anglais,11599512_1_280388135214354946.json,0.764705882353
55004961_0_2904467548072189860.json,Country Name (Click For Destination Guides),193,Country Name:,11688006_0_8123036130090004213.json,0.588235294118
55004961_0_2904467548072189860.json,Country Name (Click For Destination Guides),157,Country,12183399_0_6725061928072492226.json,0.352941176471
55004961_0_2904467548072189860.json,Country Name (Click For Destination Guides),211,Country,24850757_0_5978004733768297283.json,0.764705882353
55004961_0_2904467548072189860.json,Country Name (Click For Destination Guides),92,Country,34899692_0_6530393048033763438.json,0.294117647059
55004961_0_2904467548072189860.json,Country Name (Click For Destination Guides),276,"State, Province, Territory, Country, etc",37856682_0_6818907050314633217.json,0.705882352941
55004961_0_2904467548072189860.json,Country Name (Click For Destination Guides),236,Country,3917335_0_7791699395300625164.json,0.823529411765
55004961_0_2904467548072189860.json,Country Name (Click For Destination Guides),230,Country / Territory,41194422_0_7231546114369966811.json,0.588235294118
55004961_0_2904467548072189860.json,Country Name (Click For Destination Guides),230,Country / Territory,41194422_1_1172256090552737974.json,0.588235294118
55004961_0_2904467548072189860.json,Country Name (Click For Destination Guides),91,COUNTRY,41648740_0_6959523681065295632.json,0.294117647059
55004961_0_2904467548072189860.json,Country Name (Click For Destination Guides),157,Country,49772588_0_6549847739640234347.json,0.470588235294
55004961_0_2904467548072189860.json,Country Name (Click For Destination Guides),225,Country,67865873_0_8259587610208037357.json,0.647058823529
55004961_0_2904467548072189860.json,Country Name (Click For Destination Guides),59,Name,68779923_0_3859283110041832023.json,0.352941176471
55004961_0_2904467548072189860.json,Country Name (Click For Destination Guides),239,Country,69537082_0_7789694313271016902.json,0.823529411765
55004961_0_2904467548072189860.json,Country Name (Click For Destination Guides),200,Country,74491133_0_7177831100884797849.json,0.705882352941
55004961_0_2904467548072189860.json,Country Name (Click For Destination Guides),237,Country,79327346_0_5787863739697336601.json,0.764705882353
55004961_0_2904467548072189860.json,Country Name (Click For Destination Guides),232,Country,89511064_0_2199624509082573904.json,0.882352941176
55004961_0_2904467548072189860.json,Country Name (Click For Destination Guides),183,Name,9206866_1_8114610355671172497.json,0.588235294118
55027702_0_628532586316851176.json,Lake,14,Lake,71840765_0_6664391841933033844.json,0.928571428571
55027702_0_628532586316851176.json,Lake,197,Lake,98929678_0_3700213490979945526.json,0.785714285714
55238374_0_3379409961751009152.json,Country Name (Click For Destination Guides),233,Nom en anglais,11599512_1_280388135214354946.json,0.625
55238374_0_3379409961751009152.json,Country Name (Click For Destination Guides),193,Country Name:,11688006_0_8123036130090004213.json,0.666666666667
55238374_0_3379409961751009152.json,Country Name (Click For Destination Guides),157,Country,12183399_0_6725061928072492226.json,0.541666666667
55238374_0_3379409961751009152.json,Country Name (Click For Destination Guides),83,Country,24036779_0_5608105867560183058.json,0.333333333333
55238374_0_3379409961751009152.json,Country Name (Click For Destination Guides),211,Country,24850757_0_5978004733768297283.json,0.583333333333
55238374_0_3379409961751009152.json,Country Name (Click For Destination Guides),92,Country,34899692_0_6530393048033763438.json,0.291666666667
55238374_0_3379409961751009152.json,Country Name (Click For Destination Guides),276,"State, Province, Territory, Country, etc",37856682_0_6818907050314633217.json,0.666666666667
55238374_0_3379409961751009152.json,Country Name (Click For Destination Guides),236,Country,3917335_0_7791699395300625164.json,0.625
55238374_0_3379409961751009152.json,Country Name (Click For Destination Guides),230,Country / Territory,41194422_0_7231546114369966811.json,0.625
55238374_0_3379409961751009152.json,Country Name (Click For Destination Guides),230,Country / Territory,41194422_1_1172256090552737974.json,0.625
55238374_0_3379409961751009152.json,Country Name (Click For Destination Guides),91,COUNTRY,41648740_0_6959523681065295632.json,0.291666666667
55238374_0_3379409961751009152.json,Country Name (Click For Destination Guides),157,Country,49772588_0_6549847739640234347.json,0.5
55238374_0_3379409961751009152.json,Country Name (Click For Destination Guides),225,Country,67865873_0_8259587610208037357.json,0.791666666667
55238374_0_3379409961751009152.json,Country Name (Click For Destination Guides),239,Country,69537082_0_7789694313271016902.json,0.708333333333
55238374_0_3379409961751009152.json,Country Name (Click For Destination Guides),200,Country,74491133_0_7177831100884797849.json,0.666666666667
55238374_0_3379409961751009152.json,Country Name (Click For Destination Guides),237,Country,79327346_0_5787863739697336601.json,0.75
55238374_0_3379409961751009152.json,Country Name (Click For Destination Guides),67,Country,86297395_0_6919201319699354263.json,0.291666666667
55238374_0_3379409961751009152.json,Country Name (Click For Destination Guides),232,Country,89511064_0_2199624509082573904.json,0.708333333333
55238374_0_3379409961751009152.json,Country Name (Click For Destination Guides),183,Name,9206866_1_8114610355671172497.json,0.625
55961337_0_6548713781034932742.json,Country,52,ISO 4217,24859353_0_7027810986004269522.json,0.272727272727
55961337_0_6548713781034932742.json,Country,273,ENTITY,26310680_0_5150772059999313798.json,2.43181818182
55961337_0_6548713781034932742.json,Country,41,Country,49087820_0_461228320225084868.json,0.682926829268
55961337_0_6548713781034932742.json,Country,47,Country,61069974_0_1894536874590565102.json,0.613636363636
55961337_0_6548713781034932742.json,Country,132,Country,78650283_0_5937576517849452289.json,2.34090909091
55961337_0_6548713781034932742.json,Country,36,Currency,97941125_0_8220652154649529701.json,1.47222222222
56224555_0_3713922722778385817.json,Company,206,Company,11278409_0_3742771475298785475.json,0.29
56224555_0_3713922722778385817.json,Company,29,Company,12271141_0_8517913935669973086.json,0.448275862069
56224555_0_3713922722778385817.json,Company,20,Company,14380604_4_3329235705746762392.json,0.65
56224555_0_3713922722778385817.json,Company,23,Company,41336118_0_4331895026409635103.json,0.739130434783
56224555_0_3713922722778385817.json,Company,55,Company,52572391_0_8684896999787304275.json,0.254545454545
56224555_0_3713922722778385817.json,Company,30,Company/Organization,80184932_0_4240003884724905487.json,0.4
56224555_0_3713922722778385817.json,Company,30,Company,93702496_0_39013305210829591.json,0.6
56224555_0_3713922722778385817.json,Company,30,Company??,96203994_0_2127964719640427252.json,0.266666666667
57938705_0_8737506792349461963.json,Game,100,Game,24142265_0_4577466141408796359.json,0.490196078431
57938705_0_8737506792349461963.json,Game,13,Game,29414811_6_8221428333921653560.json,0.384615384615
57938705_0_8737506792349461963.json,Game,370,Game Title,36102169_0_7739454799295072814.json,0.529411764706
57938705_0_8737506792349461963.json,Game,398,Titel,91959037_0_7907661684242014480.json,1.1568627451
57943722_0_8666078014685775876.json,Country Name (Click For Destination Guides),233,Nom en anglais,11599512_1_280388135214354946.json,0.416666666667
57943722_0_8666078014685775876.json,Country Name (Click For Destination Guides),193,Country Name:,11688006_0_8123036130090004213.json,0.625
57943722_0_8666078014685775876.json,Country Name (Click For Destination Guides),157,Country,12183399_0_6725061928072492226.json,0.333333333333
57943722_0_8666078014685775876.json,Country Name (Click For Destination Guides),211,Country,24850757_0_5978004733768297283.json,0.666666666667
57943722_0_8666078014685775876.json,Country Name (Click For Destination Guides),92,Country,34899692_0_6530393048033763438.json,0.291666666667
57943722_0_8666078014685775876.json,Country Name (Click For Destination Guides),276,"State, Province, Territory, Country, etc",37856682_0_6818907050314633217.json,0.625
57943722_0_8666078014685775876.json,Country Name (Click For Destination Guides),236,Country,3917335_0_7791699395300625164.json,0.458333333333
57943722_0_8666078014685775876.json,Country Name (Click For Destination Guides),230,Country / Territory,41194422_0_7231546114369966811.json,0.541666666667
57943722_0_8666078014685775876.json,Country Name (Click For Destination Guides),230,Country / Territory,41194422_1_1172256090552737974.json,0.541666666667
57943722_0_8666078014685775876.json,Country Name (Click For Destination Guides),91,COUNTRY,41648740_0_6959523681065295632.json,0.333333333333
57943722_0_8666078014685775876.json,Country Name (Click For Destination Guides),157,Country,49772588_0_6549847739640234347.json,0.625
57943722_0_8666078014685775876.json,Country Name (Click For Destination Guides),92,1998 Data Country,52299421_0_4473286348258170200.json,0.291666666667
57943722_0_8666078014685775876.json,Country Name (Click For Destination Guides),225,Country,67865873_0_8259587610208037357.json,0.75
57943722_0_8666078014685775876.json,Country Name (Click For Destination Guides),55,Name,68779923_2_1000046510804975562.json,0.25
57943722_0_8666078014685775876.json,Country Name (Click For Destination Guides),239,Country,69537082_0_7789694313271016902.json,0.791666666667
57943722_0_8666078014685775876.json,Country Name (Click For Destination Guides),200,Country,74491133_0_7177831100884797849.json,0.708333333333
57943722_0_8666078014685775876.json,Country Name (Click For Destination Guides),237,Country,79327346_0_5787863739697336601.json,0.666666666667
57943722_0_8666078014685775876.json,Country Name (Click For Destination Guides),232,Country,89511064_0_2199624509082573904.json,0.833333333333
57943722_0_8666078014685775876.json,Country Name (Click For Destination Guides),183,Name,9206866_1_8114610355671172497.json,0.583333333333
5873256_0_7795190905731964989.json,1Time,246,1Time,86747932_0_7532457067740920052.json,0.99593495935
58891288_0_1117541047012405958.json,Title,88,Title,16767252_0_2409448375013995751.json,0.25
58891288_0_1117541047012405958.json,Title,100,Title,20135078_0_7570343137119682530.json,0.29
58891288_0_1117541047012405958.json,Title,100,Title,39759273_0_1427898308030295194.json,0.36
58891288_0_1117541047012405958.json,Title,100,Title,77694908_0_6083291340991074532.json,0.57
61069974_0_1894536874590565102.json,Country,273,ENTITY,26310680_0_5150772059999313798.json,2.6170212766
61069974_0_1894536874590565102.json,Country,41,Country,49087820_0_461228320225084868.json,0.585365853659
61069974_0_1894536874590565102.json,Country,44,Country,55961337_0_6548713781034932742.json,0.613636363636
61069974_0_1894536874590565102.json,Country,132,Country,78650283_0_5937576517849452289.json,1.82978723404
61069974_0_1894536874590565102.json,Country,36,Currency,97941125_0_8220652154649529701.json,1.75
61121469_0_6337620713408906340.json,Country Name (Click For Destination Guides),233,Nom en anglais,11599512_1_280388135214354946.json,0.6
61121469_0_6337620713408906340.json,Country Name (Click For Destination Guides),193,Country Name:,11688006_0_8123036130090004213.json,0.64
61121469_0_6337620713408906340.json,Country Name (Click For Destination Guides),157,Country,12183399_0_6725061928072492226.json,0.52
61121469_0_6337620713408906340.json,Country Name (Click For Destination Guides),53,OAU State,14067031_0_559833072073397908.json,0.28
61121469_0_6337620713408906340.json,Country Name (Click For Destination Guides),211,Country,24850757_0_5978004733768297283.json,0.68
61121469_0_6337620713408906340.json,Country Name (Click For Destination Guides),276,"State, Province, Territory, Country, etc",37856682_0_6818907050314633217.json,0.68
61121469_0_6337620713408906340.json,Country Name (Click For Destination Guides),236,Country,3917335_0_7791699395300625164.json,0.68
61121469_0_6337620713408906340.json,Country Name (Click For Destination Guides),230,Country / Territory,41194422_0_7231546114369966811.json,0.6
61121469_0_6337620713408906340.json,Country Name (Click For Destination Guides),230,Country / Territory,41194422_1_1172256090552737974.json,0.6
61121469_0_6337620713408906340.json,Country Name (Click For Destination Guides),157,Country,49772588_0_6549847739640234347.json,0.48
